val1,val2,val3,last_matrix,first_move_by_Q_learning,Q_table_val
4,-5,2,4,0,9800.897604194965
-6,6,-4,3,0,9800.897604194965
-5,-6,-5,2,3,9709.453262267822
16,63,6,1,1,-9.99
10,6,6,1,1,9509.706800757216
1,9,13,2,3,0.0
0,1,-8,1,1,9800.897604194883
2,-4,6,1,1,9800.89760419424
4,10,12,1,0,502.2327465712472
1,-3,-3,2,2,9920.119920019999
4,5,4,3,1,9840.55888139888
3,19,3,3,3,9761.315284544635
-3,-2,-3,1,0,9840.55888139888
3,5,1,4,3,9880.299600299879
-1,-8,11,2,3,9634.728006588304
5,7,-1,4,1,9800.897604194965
8,5,6,1,1,9721.81273998002
3,1,-3,1,1,9840.55888139888
1,-5,-7,1,2,9840.55888139888
1,-3,7,1,1,9800.897604194965
5,-13,-3,3,2,9840.55888139888
3,-7,1,4,0,9800.897604194965
0,-13,12,3,3,0.0
-2,-6,6,2,0,9840.55888139888
-4,-15,4,3,3,9840.55888139888
4,11,0,1,3,9800.897604194965
2,-12,6,1,1,9759.943693305171
-5,-42,15,3,3,0.0
0,-8,8,3,1,9800.897604194965
-4,-5,2,1,0,9880.299600299879
5,-22,-7,4,2,9754.319559904457
5,-26,-5,4,0,9761.31560988418
-3,6,-1,2,2,9880.299600299879
3,-5,-1,4,2,9880.299600299879
8,5,0,3,1,9800.897604194965
0,2,-4,4,1,9880.299600299879
1,-20,-7,3,0,9761.31560988418
0,1,2,4,0,9920.119920019999
1,1,5,3,3,9880.299600299879
8,-17,-2,3,0,9758.24346241308
-5,8,-3,2,0,9840.55888139888
1,9,5,1,0,9840.55888139888
1,6,-5,2,1,9800.897604194965
0,15,4,2,2,9742.369567190412
-2,-7,-8,3,0,9739.536123939157
8,-1,0,1,1,9800.897604194965
-2,10,-6,1,2,9840.55888139888
-2,-10,0,1,1,9761.272000729043
-7,-17,1,3,0,9761.315605111893
-2,-4,0,2,3,9880.299600299879
-1,-26,-1,1,3,0.0
-3,12,-11,2,2,9721.81273998002
-4,-2,8,1,0,9761.31560988418
0,4,8,1,3,9790.939561533045
12,-96,-12,1,1,0.0
-2,-3,0,1,1,9880.299600299879
-4,54,-14,4,2,0.0
3,16,3,1,0,9800.897604194965
6,12,-2,4,1,9708.809994881172
3,-16,-11,4,2,9667.962213058701
-12,37,-6,4,0,8650.610418877775
2,4,8,1,3,9800.897604194965
-3,10,1,1,0,9761.31560988418
0,-9,0,3,0,9761.315609820867
5,7,-3,1,1,9761.315609880861
10,2,0,1,3,9761.31560988418
-1,-12,7,2,1,9800.897604194965
-7,-13,1,2,3,9800.885268249403
0,2,6,4,0,9840.55888139888
7,-12,-7,1,2,3822.859895490264
0,-2,-8,2,2,9800.897604182852
1,-1,-3,1,2,9920.119920019999
-5,1,-7,2,0,9761.31560988418
1,-10,-9,1,0,9761.31560988418
8,1,6,4,1,9420.23862411543
8,29,2,1,1,8587.515284447842
-2,-15,-6,2,0,9721.029063102973
8,-29,-6,1,1,9721.81273998002
12,-27,-2,1,0,0.0
-12,19,-2,2,0,9721.801552697765
-1,9,-1,2,1,9800.897590946806
-12,-35,2,3,0,7452.730355504272
-12,19,0,2,0,9682.3888363128
2,-7,2,4,1,9800.897604194955
6,2,4,4,1,9800.88414351688
-3,-49,9,3,2,0.0
4,-25,-4,2,0,9761.31560988418
7,0,1,1,1,9840.55888139888
-2,19,-4,1,1,9707.422519474949
11,0,-1,3,1,9761.31560988418
7,-18,-7,4,1,9277.004374456179
1,-5,1,3,2,9840.55888139888
-1,3,1,2,2,9880.299600299879
-7,-17,1,1,0,9761.315605111893
5,15,1,1,3,9761.314537269594
-10,-2,0,3,3,9761.245167475354
-5,-1,5,4,0,9800.897604194965
-3,-26,1,4,3,8372.121204059456
11,-56,-7,4,1,0.0
4,37,6,2,2,6575.012589332898
-2,18,-2,1,1,9721.81273998002
8,43,6,2,3,9721.81273998002
4,1,-2,2,1,9840.55888139888
1,-20,-1,1,3,9641.28069762871
-7,-25,1,1,3,9608.407564347404
-8,5,8,2,2,4249.665870500609
-2,10,-4,4,1,9840.55888139888
-4,-4,4,2,0,9840.55888139888
4,16,4,1,3,9840.55888139888
1,-23,9,4,1,50.22296096878515
3,-3,5,3,1,9800.885890002059
5,5,-7,2,2,9306.413086542116
5,12,7,4,1,9761.31560988418
-3,8,-3,1,2,9880.299600299879
-4,12,-4,4,0,9840.55888139888
4,38,8,3,3,9721.81273998002
-4,-14,6,3,0,9800.897604194965
8,-4,-6,3,3,6919.0318829454845
-6,21,-6,2,0,9761.31560988418
7,-26,-9,1,1,9553.393350330673
-5,0,3,2,0,9840.55888139888
3,0,-1,2,1,9920.119920019999
-8,56,-10,4,0,0.0
1,-7,5,1,1,9800.897604194965
-7,-4,1,2,0,9840.55888139888
-3,17,-1,4,1,9721.80877627973
5,-31,-7,2,2,9305.238416790873
5,-4,5,1,3,9721.789893421974
6,-75,-8,2,2,0.0
-4,20,-4,4,1,9800.897604194965
-12,59,-6,4,0,9564.589345774812
-2,-2,4,2,0,9880.299600299879
-12,11,-4,2,0,2566.108885200869
-2,-15,-4,2,3,9721.810255216164
7,-6,-3,1,1,9800.897604194965
1,-11,-5,1,0,9800.897604194965
0,-4,6,1,1,9840.55888139888
10,5,-4,1,1,0.0
-1,-6,-1,4,0,9800.897604194763
-1,17,5,2,0,9697.659682728416
-3,13,7,2,0,8745.648829826896
-2,-5,4,2,3,9880.299600299879
2,14,8,1,3,9800.897604194965
4,15,4,1,3,9840.55888139888
5,9,5,2,1,9800.897604194965
1,-6,-5,3,0,9840.55888139888
-3,3,-1,4,2,9920.119920019999
-1,-5,3,1,1,9880.299600299879
3,3,3,3,1,9880.299600299879
-4,-8,4,4,0,9840.55888139888
-3,19,-9,4,2,9759.399702259672
4,28,4,2,3,2492.274453951479
-5,9,-1,3,2,9840.55888139888
-3,-3,3,3,0,9880.299600299879
0,-1,2,2,1,9920.119920019999
4,41,12,3,2,0.0
-6,-3,2,3,0,9840.55888139888
2,1,6,4,1,9840.55888139888
-7,-10,3,2,0,9800.897604194965
7,19,1,3,3,9761.31560988418
-4,4,8,2,2,9508.01545146639
-2,-1,0,4,0,9920.119920019999
-8,-48,12,3,0,0.0
-5,23,-9,4,2,8979.268160063422
10,31,6,3,3,9374.810857793427
1,-1,-3,1,2,9920.119920019999
-3,4,-3,3,0,9880.299600299879
3,-4,-5,1,1,9840.55888139888
-2,-3,0,2,1,9880.299600299879
9,5,-1,2,3,5102.380166955146
5,2,-9,4,1,1826.8771276882505
-2,-9,4,3,1,9840.55888139888
-1,16,3,3,2,9659.666497374337
5,-8,1,4,1,9800.897604194965
-2,7,0,4,1,9800.897604194965
-3,-12,1,4,1,9800.897604194965
0,19,0,4,0,7444.926980429983
-11,0,1,3,0,9761.31560988418
1,3,-1,3,3,9880.299600299879
-2,-2,6,3,0,9840.55888139888
3,-6,-1,1,2,9880.299600299879
6,61,10,2,3,9323.891610815777
3,0,-9,1,1,9761.31560988418
4,-7,0,1,2,9840.55888139888
6,-13,0,1,0,9761.315602260636
-3,12,-11,4,2,9721.81273998002
-5,72,-9,2,0,0.0
-3,-12,-1,3,1,9761.31560988418
3,23,5,3,0,9761.287257459875
5,60,13,1,2,5427.15601075733
0,15,4,4,2,9742.369567190412
0,4,0,3,0,9840.55888139888
4,2,2,2,1,9880.299600299879
-8,-4,2,4,0,9800.897604194965
0,-19,-4,3,0,9721.81273998002
3,-4,-1,3,0,9880.299600299879
-10,34,-6,4,2,9681.207811090042
-2,30,-6,4,1,9720.858949949506
-4,-13,2,2,1,9800.897604194965
-5,-8,-1,3,0,9800.897604194965
-9,24,-1,4,0,9721.81273998002
7,5,9,3,3,0.0
-5,5,-9,2,2,6700.709923114925
-9,-1,3,4,0,9761.31560988418
0,0,-8,2,2,9840.55888139888
-1,-3,3,3,3,9920.119920019999
-9,-31,3,3,3,6777.473316428528
-6,27,-4,2,2,9761.315605195643
1,6,1,2,0,9840.55888139888
3,-10,-7,4,1,9800.897604194965
5,-15,-5,3,1,9800.897604194965
-6,9,-2,1,0,9840.55888139888
5,-1,5,1,2,9561.996194113755
1,19,3,3,0,8333.257999493708
-8,17,-2,2,0,9761.315602219094
4,2,0,4,1,9880.299600299879
-6,8,-2,2,0,9840.55888139888
-7,59,-9,2,1,9643.043741029012
6,-5,6,4,1,9398.032439560408
-1,2,-3,3,2,9920.119920019999
-2,2,0,2,2,9920.119920019999
4,2,-4,2,1,9800.897604194965
5,18,5,2,1,9800.897598167703
8,8,4,1,1,9663.42214630268
1,-2,1,4,0,9880.299600299879
4,-20,-6,4,2,9800.897604194965
5,12,5,4,1,9800.897604155325
-3,-18,3,3,1,9761.31560988298
-6,-7,-2,4,0,9761.31560981478
-8,27,0,2,2,9682.3888363128
-3,1,5,3,0,9800.897604194965
0,-9,0,1,0,9761.315609820867
4,-8,-6,4,1,9800.897604194965
4,-7,-6,4,1,9800.897604194965
10,-37,-2,4,3,0.0
8,16,2,3,3,9800.897604194965
-6,-1,-2,2,0,9800.897604194965
-2,-5,-4,2,0,9800.897604194952
-1,29,-9,4,2,8044.9927217068935
-5,2,1,2,0,9840.55888139888
0,0,6,3,3,9880.299600299879
-5,13,-3,1,2,9840.55888139888
-2,0,2,4,0,9920.119920019999
-2,19,-6,4,1,9761.31560988418
-7,-34,9,3,3,9682.3888363128
-1,-2,15,2,1,0.0
-5,-19,-1,1,3,9721.81273998002
0,2,4,2,0,9880.299600299879
-4,-4,0,3,3,9880.299600299879
-5,-13,1,2,3,9800.897604194965
-1,9,5,2,0,9800.897601728193
-10,22,0,4,2,9575.881767867208
0,-3,0,3,0,9840.55888139888
-1,16,1,3,0,8480.651732330965
-5,9,-1,2,2,9840.55888139888
-4,-46,8,4,1,0.0
15,4,3,2,1,3791.8382686685322
-5,-21,11,1,2,9643.040341707048
4,0,2,2,1,9880.299600299879
2,-4,0,1,2,9880.299600299879
-2,-5,2,3,1,9880.299600299879
0,0,-4,4,2,9920.119920019999
7,17,-3,3,1,0.0
5,-5,7,1,1,8714.149654218727
-10,-29,-2,3,3,3944.8129736321216
11,-26,3,4,2,0.0
-5,7,5,2,0,9677.8774994179
6,7,0,1,0,9800.897604194965
-3,-12,7,3,0,9800.897604194965
-1,-3,7,4,3,9840.55888139888
2,2,2,2,1,9920.119920019999
-9,-52,11,4,3,5501.420615037183
6,-26,-10,1,2,8135.128627653632
-5,-35,9,2,3,3144.8725334469777
-1,-4,-1,1,0,9840.55888139888
0,3,-6,3,1,9840.55888139888
-7,9,-7,2,0,9721.81273998002
11,15,3,1,2,0.0
-11,-1,3,2,0,0.0
-3,1,-1,2,0,9920.119920019999
-3,19,-5,2,1,9800.897604194965
-1,-7,-7,2,0,9800.897604194965
2,-2,-4,1,1,9880.299600299879
6,-3,4,3,2,9759.935630719077
-5,-7,-5,2,3,8749.546312386316
-7,2,1,3,0,9800.897604194965
-8,-10,2,4,0,9800.897597007039
-2,-18,0,3,1,9560.972839661701
5,8,9,3,1,7325.397463850999
5,-6,-9,3,1,9416.167183052734
-3,0,-5,2,0,9840.55888139888
3,2,1,3,1,9920.119920019999
-7,-23,9,1,0,9682.315332863023
-8,-40,2,3,0,8288.565148261356
-4,-14,2,2,1,9800.897604194965
2,-25,0,4,0,-9.0
-2,31,-4,1,3,8856.930844300141
2,-4,-4,1,1,9880.299600299879
6,-15,-6,4,1,9761.315457569028
4,10,4,3,1,9840.55888139888
12,4,-2,1,3,8570.104968939886
6,-6,2,2,2,9800.897604194965
-4,45,-10,4,2,0.0
7,21,3,3,3,9800.897604194965
-6,13,-2,4,0,9800.897604194912
4,-19,-4,4,0,9800.897604194965
-8,26,-16,4,0,0.0
-1,4,-5,1,2,9880.299600299879
5,1,-1,1,1,9840.55888139888
9,-10,1,1,1,4800.565097851797
7,19,5,1,3,9663.676459598004
8,-34,-10,4,1,8151.810624585468
-10,-41,4,3,1,9682.3888363128
5,22,7,1,1,9761.315587540053
-7,5,1,3,0,9800.897604194965
11,-19,-3,1,1,8662.037478631151
-1,-11,-1,2,3,9761.13777566457
-6,0,4,2,0,9800.897604194965
2,-11,8,3,1,9716.13917653279
-3,26,-7,4,2,9761.315604120464
4,10,-4,2,3,9703.499462067273
2,6,2,1,0,9880.299600299879
0,-9,4,1,1,9800.897604194965
0,2,4,1,0,9880.299600299879
1,4,-5,1,1,9840.55888139888
7,-9,-3,1,1,9800.897604194965
-12,5,8,2,0,0.0
-3,8,-3,3,2,9880.299600299879
-4,-29,4,3,1,9721.81273998002
-3,6,-3,4,0,9880.299600299879
3,-8,-9,2,2,9691.854704145033
-8,2,-4,4,0,9721.697121873107
1,-5,-1,3,0,9840.55888139888
-2,8,4,1,0,9800.897604194965
-5,-12,5,1,0,9800.897602521572
-3,8,-3,4,2,9880.299600299879
0,4,-8,4,1,9800.897604194965
5,11,5,4,1,9800.897604194965
6,25,10,3,2,8653.904150262768
-4,8,-2,4,2,9880.299600299879
-4,3,-4,1,0,9840.55888139888
-2,-4,4,1,0,9880.299600299879
9,-8,-5,1,3,5719.701415442752
-3,-5,1,4,3,9880.299600299879
5,14,3,1,3,9840.55888139888
-6,17,-2,3,2,9800.897604194965
-2,0,2,4,0,9920.119920019999
4,-11,-8,4,1,9761.31560988418
3,-23,-7,4,0,9761.315608571722
4,-15,-4,4,2,9840.55888139888
3,3,1,3,3,9920.119920019999
-1,-22,5,1,1,9715.24622675203
-2,3,-4,4,0,9880.299600299879
2,-2,-2,2,1,9920.119920019999
-3,0,-1,4,0,9920.119920019999
-1,3,-5,4,2,9880.299600299879
13,44,3,1,3,0.0
5,22,3,1,3,9761.31560988418
3,-14,-7,1,1,9800.897604194684
-5,-15,1,3,3,9800.897604194965
-2,4,-6,1,0,9840.55888139888
3,-12,-3,3,0,9840.55888139888
6,-9,-4,4,1,9800.897604194965
6,-11,4,3,2,9416.051425397322
4,8,4,3,1,9840.55888139888
11,-19,-5,3,0,0.0
2,-1,0,1,1,9920.119920019999
-2,0,0,1,0,9960.02
-6,-25,4,1,0,9761.315609877187
-2,-11,4,3,1,9840.55888139888
-3,17,-3,4,2,9761.315609866891
5,49,7,3,0,6260.414886913543
-2,-20,0,3,1,5685.123141680702
-7,18,1,4,0,9720.743051733392
7,40,3,3,1,0.0
3,-16,-5,1,0,9800.897604194965
-11,13,-3,3,2,9721.81273998002
-2,-7,-6,3,3,9761.314630526454
6,-51,-14,1,1,2087.680196157878
-4,-2,-6,4,0,9761.29667713659
2,-13,4,1,2,9721.80845038002
1,-12,5,2,1,9761.315604615867
8,-39,-10,4,1,9562.722400799104
-4,13,-2,3,1,9800.897604194965
-5,-6,-9,2,0,8832.640995696556
-9,-18,7,3,0,0.0
-1,-1,11,2,3,9761.31560988418
11,-5,-1,4,3,9264.428645900496
0,-8,0,1,0,9761.31560988418
7,-8,-1,3,0,9800.897604194965
2,7,-2,1,1,9800.897604194965
-5,4,3,2,0,9800.897602651632
1,-15,-11,1,2,9645.838970708257
4,-10,2,4,0,9761.31560988418
7,-15,-5,3,1,9761.31560988418
-7,-11,3,3,0,9800.897604194965
10,47,12,4,3,0.0
-6,4,-2,3,0,9840.55888139888
3,-27,7,4,2,0.0
4,-12,-4,4,1,9840.55888139888
1,-3,-5,4,2,9880.299600299879
-4,-6,0,1,0,9840.55888139888
-2,-1,-4,2,0,9840.55888139888
-6,14,0,4,0,8874.434388893005
-3,11,1,2,1,9761.281541679979
-4,5,2,2,1,9800.897604194965
0,-14,-6,1,2,9761.315466437332
-7,-50,7,1,3,9682.3888363128
0,-18,6,3,1,9719.951580461982
0,-13,-10,4,0,9721.812713786652
6,7,4,1,1,9800.897604194965
0,19,-6,2,2,9721.81273998002
-1,-4,-1,3,0,9840.55888139888
4,15,0,2,3,9761.31560988418
-6,52,-12,3,0,0.0
-2,8,0,1,1,9800.897604187236
6,6,2,4,1,9840.55888139888
0,-3,0,1,0,9840.55888139888
12,6,0,4,3,9302.50524160079
3,-18,-1,4,0,9721.812739978172
0,9,-4,2,1,9800.897604194965
1,-1,-1,4,2,9960.02
4,-10,-4,4,1,9840.55888139888
0,-2,-2,2,0,9920.119920019999
-8,7,0,2,0,9800.897604194965
0,-10,4,1,1,9800.897604194965
4,-13,0,1,2,9761.31560988418
-4,-17,10,1,3,9721.81273998002
-4,-10,6,3,0,9800.897604194965
0,3,0,2,0,9840.55888139888
3,-38,-5,2,0,0.0
-2,17,-4,3,1,9761.315609826908
0,6,6,2,0,9840.55888139888
-4,20,-6,3,2,9800.897604194965
0,-4,0,3,0,9840.55888139888
-3,4,1,4,0,9840.55888139888
5,4,1,2,1,9880.299600299879
3,-5,7,2,1,9218.29367931176
-9,18,-5,2,0,9721.81273998002
1,29,7,2,2,8005.878760408783
3,-3,-5,4,1,9840.55888139888
1,1,3,4,3,9920.119920019999
-2,-2,-6,1,0,9800.897604194915
1,-19,-9,2,3,9366.240818841494
-3,1,-5,1,0,9840.55888139888
7,12,-3,1,1,9721.81273998002
-7,21,-1,1,2,9645.54378820322
12,-16,0,4,1,9610.331273146177
-2,6,4,2,0,9800.897604193513
-5,-4,3,1,0,9840.55888139888
0,-1,2,3,1,9920.119920019999
2,-7,4,4,2,9800.897604194965
8,5,2,4,1,9800.897389162083
1,-2,1,2,0,9880.299600299879
11,29,7,1,1,8597.15642633102
-6,26,-8,1,0,8748.092805432605
-1,15,1,2,2,9535.740592798295
-4,-13,-6,3,0,9492.677288617206
-7,-4,3,2,0,9800.897604194965
7,22,1,3,3,9721.81273998002
-5,-17,5,2,0,9800.897604194965
0,-7,2,4,0,9800.89760419496
-2,-19,6,1,1,9761.315520746035
-1,17,-7,1,1,9735.86687391417
4,5,8,1,1,9474.661235062309
-7,-24,3,3,0,9761.31560988418
-12,-16,-2,2,0,8327.792868977729
3,-1,3,1,1,9840.55888139888
2,1,-8,1,3,9761.314818584056
-5,-20,1,2,3,9761.31560988418
-4,-4,8,2,0,9761.31560988418
-6,2,2,1,0,9800.897604194965
-1,-4,3,4,1,9880.299600299879
-3,-3,-7,4,2,9761.315609884083
-5,-7,-1,2,0,9800.897604194965
6,-3,6,1,2,9721.793182379939
-7,-23,5,2,0,9761.31560988418
8,-15,-2,4,2,9800.897604194835
2,-5,-8,4,1,9800.897604194965
3,-3,-5,1,1,9840.55888139888
6,15,2,4,1,9800.897604194617
10,28,8,1,3,0.0
-5,8,1,1,0,9800.897604189273
2,-12,-8,1,2,9800.897604194965
-1,-26,-5,3,3,8359.483179138746
-3,-16,3,3,1,9800.897604194965
9,-21,-3,3,2,9751.490838122489
-2,-38,8,2,3,9642.055040946752
1,-14,5,3,1,9761.31560988418
-1,-10,-7,2,2,9761.314739311132
-4,20,-4,1,1,9800.897604194965
-10,-6,4,3,0,9675.605629549884
-1,7,5,3,0,9800.897129835499
-1,-37,5,1,1,0.0
-9,28,-5,1,0,8749.606403978163
-2,1,2,2,0,9880.299600299879
-8,32,-4,1,2,9761.31560988418
-11,14,-3,4,2,9709.990391208072
7,-19,-1,4,2,9761.315393283945
7,-21,-3,2,2,9800.897604194965
-5,26,-7,3,2,9761.31560988418
-1,1,-3,2,2,9920.119920019999
-7,-13,-3,2,3,9721.298407325978
-4,3,-2,2,0,9880.299600299879
2,14,4,4,0,9800.897604194965
3,6,1,2,3,9880.299600299879
-6,-37,8,3,3,9721.81273998002
1,1,-1,4,1,9920.119920019999
-6,4,0,4,0,9840.55888139888
0,7,-6,3,2,9800.897604194963
-2,-25,2,3,1,9682.3888363128
0,-4,-12,4,1,9682.3888363128
-2,-25,2,3,1,9682.3888363128
-4,21,-8,1,2,9761.315609870435
-6,-33,10,4,2,9629.356353704072
-1,-17,-5,1,0,9721.81273998002
-6,-8,-4,2,0,9702.977732834881
-4,-19,8,2,3,9761.31560988418
-4,-31,6,1,3,9721.81273998002
10,-20,-2,4,2,8784.804506256589
6,0,0,3,1,9880.299600299879
-5,0,-3,1,0,9840.55888139888
-7,-1,-1,2,0,9800.897604194965
5,9,1,2,3,9840.55888139888
13,-30,-7,2,0,0.0
-2,-7,2,3,1,9840.55888139888
-2,43,-8,4,0,0.0
7,-18,1,1,1,9721.812739887264
-3,-2,7,3,0,9800.891142512928
0,23,2,3,2,9614.499049845368
-9,-42,7,3,1,9135.959448814458
-2,-8,10,3,3,9653.667690094135
1,-5,5,3,1,9840.55888139888
0,-11,0,2,1,9721.7891679828
-6,-8,8,2,0,0.0
-8,-28,8,2,3,-9.0
-6,36,-6,2,2,9582.839248172186
1,13,1,3,0,9721.535181571353
-6,28,-4,4,2,8623.658897950574
8,-11,0,1,2,9761.31560988418
-11,-12,1,1,3,9721.805215153361
-3,-9,7,4,0,9800.897604194965
-7,-46,5,4,1,0.0
6,-23,-6,1,1,9761.31560988418
-5,-13,-7,2,3,9682.3888363128
-2,-14,4,2,1,9800.897604194965
0,-13,0,4,3,9682.367439908161
1,3,-1,3,3,9880.299600299879
3,4,5,1,1,9840.55888139888
-3,-11,13,3,3,0.0
-1,-5,7,3,3,9840.55888139888
0,-10,-2,4,0,9761.31427323753
1,-7,-3,4,0,9840.55888139888
3,-47,-9,3,2,9603.777296590695
-1,-3,-3,2,0,9880.299600299879
-2,15,0,4,1,9640.182342071279
11,19,-3,3,1,8273.629723704831
7,-14,-1,1,2,9800.897604194965
-1,6,-7,1,2,9840.55888139888
9,55,5,2,0,0.0
2,18,2,4,2,9718.942061027796
-7,-56,9,2,1,9638.63811630836
-3,-38,11,1,3,9682.3888363128
5,-6,-3,3,1,9840.55888139888
8,-11,0,4,2,9761.31560988418
4,-56,-8,4,2,5566.257316992009
1,-11,7,1,1,9761.31560988418
1,-10,-5,4,0,9840.55888139888
3,-8,5,1,1,9761.31560988418
-2,-2,4,4,0,9880.299600299879
-1,-2,-1,1,0,9880.299600299879
3,-34,-11,4,2,9682.3888363128
-4,-38,6,1,1,3962.195264168802
-3,-20,9,3,3,9761.224705745433
-3,-6,-3,2,0,9800.897604194965
3,5,7,1,1,9800.897604194965
2,-1,-2,3,1,9920.119920019999
-9,38,-5,4,2,9682.18044739369
-4,7,-2,3,2,9880.299600299879
-6,11,-6,2,2,9761.31560988418
0,-2,4,2,1,9880.299600299879
1,-19,-1,4,0,9679.254688749688
8,-41,-4,1,2,3209.6290387317417
10,4,2,1,1,9662.743559786133
-1,3,3,1,0,9880.299600299879
6,7,8,3,1,9679.12937324495
-3,26,-5,4,2,9721.81273998002
5,14,3,4,3,9840.55888139888
2,-6,-4,3,2,9880.299600299879
5,18,3,3,0,9800.897604194965
0,-12,-4,4,0,9800.897604194965
-7,-16,7,3,0,9721.81273998002
-7,-38,11,3,0,0.0
0,5,0,3,0,9800.897604194965
0,6,6,1,0,9840.55888139888
7,-7,9,2,2,1308.9449449480583
4,34,4,3,2,8578.975736213126
2,4,0,2,3,9880.299600299879
-2,-4,2,3,3,9920.119920019999
-4,-2,0,4,0,9880.299600299879
1,7,3,1,0,9840.55888139888
5,6,7,1,1,5878.78500579458
-13,32,-7,2,1,0.0
9,-68,-11,1,1,9603.777296590695
2,-2,0,1,2,9920.119920019999
-1,10,7,3,3,9761.31560988418
-3,-12,1,3,1,9800.897604194965
-1,-4,-7,4,0,9800.89729669217
0,-2,4,3,1,9880.299600299879
1,-8,-5,1,0,9840.55888139888
1,-33,-9,2,1,0.0
6,6,6,3,1,9761.315605396132
-1,-12,-1,1,1,9721.811292151158
-6,-12,0,2,3,9800.897604194965
-2,-8,4,3,3,9880.299600299879
-7,-29,7,3,0,8707.741818756283
-8,16,-2,2,2,9800.897604194965
5,-16,-5,4,1,9800.897604194965
-2,0,8,3,0,9800.897604194965
-2,-7,4,2,3,9880.299600299879
-8,28,-4,2,2,9761.313797159097
-5,-3,11,3,2,2255.170262846794
2,9,-2,1,1,9761.31520931545
1,1,5,1,3,9880.299600299879
12,-54,-8,2,1,0.0
9,-67,-7,4,0,9047.41321483825
-6,-14,-6,4,3,5415.627501519313
2,22,6,3,0,9761.302802129207
3,14,9,1,1,9761.31560988418
2,-8,8,4,1,9640.689600421469
-6,-30,4,1,3,9761.315075049251
-2,-5,8,1,0,9800.897604194955
-5,16,-9,2,2,9721.81273998002
3,9,-1,1,3,9800.897604194959
3,18,-5,2,3,4591.857511312824
3,6,1,3,3,9880.299600299879
-7,15,-3,1,0,9800.897604194914
7,18,3,1,1,9800.897604194965
2,-3,-6,1,1,9840.55888139888
4,-7,-2,2,2,9880.299600299879
-2,2,4,2,0,9840.55888139888
-7,-16,7,1,0,9721.81273998002
-2,-15,8,3,3,9800.897604194965
-11,-8,3,2,2,4771.1552650982685
-1,18,-7,2,1,9761.31560988418
4,9,-6,2,1,7047.671841004088
5,21,7,2,3,9761.31560988418
-6,10,0,3,0,9800.896830327461
9,-13,-1,1,2,9761.30631193983
-6,-17,6,3,0,9761.30854413369
5,-5,-1,1,2,9880.299600299879
-1,-9,3,1,1,9840.55888139888
2,18,8,2,0,9761.315487238184
-2,9,-6,2,2,9840.55888139888
-3,-9,3,4,3,9880.299600299879
-3,-11,1,3,1,9800.897604192223
-4,10,-4,3,0,9840.55888139888
-11,3,3,2,2,2529.0943595097215
-2,-11,-4,2,0,9761.31560988418
6,9,0,1,1,9800.897604194965
0,5,6,2,0,9840.55888139888
9,-7,-1,1,1,9800.89760419394
-3,14,3,1,0,9721.781752063252
-1,0,5,2,0,9880.299600299879
-1,5,1,4,2,9840.558881398363
0,10,-6,1,1,9800.897604194965
5,12,-1,3,1,9760.715433078401
-10,-45,4,1,3,7294.740578048152
-2,-5,-8,4,0,8771.493058826385
-3,-29,15,2,0,0.0
-2,6,2,3,0,9800.897604194924
-10,47,-4,1,0,0.0
-1,1,5,2,0,9840.55888139888
12,-31,-4,1,0,0.0
3,18,11,3,1,9721.81273998002
6,-26,-6,4,2,9761.31560988418
-1,6,-1,3,1,9840.55888139888
-7,-2,-1,2,0,9800.897604194965
1,9,-3,1,1,9800.897604194965
-2,-1,0,3,0,9920.119920019999
12,-7,0,1,1,0.0
2,-5,-8,1,1,9800.897604194965
-5,1,-9,2,0,9684.471276923807
0,-2,2,1,1,9920.119920019999
-3,-17,3,1,3,9761.315221829975
-10,13,-2,4,0,8359.342016857954
9,6,1,2,1,9800.897604194965
-4,-6,-2,1,0,9800.897604194965
3,-9,-3,4,2,9880.299600299879
10,-30,0,1,1,9625.0545824493
6,-2,2,3,1,9800.897604194255
0,14,-6,3,1,9761.31560988418
2,-14,-4,2,0,9800.897604189426
0,5,0,2,0,9800.897604194965
10,34,4,4,1,0.0
-7,-13,-1,3,3,9718.289864879955
3,-5,-3,4,1,9880.299600299879
-5,3,-3,3,0,9840.55888139888
4,-26,-4,2,3,9720.902719532038
12,-1,0,1,2,7972.236869034147
10,34,6,1,3,0.0
4,31,6,3,3,9721.812738269893
-5,-26,-7,3,0,6558.96331135747
-2,-3,2,2,3,9920.119920019999
1,-19,9,2,1,8468.771270631823
5,10,7,3,1,9761.31560988391
-1,-21,-13,3,0,1982.4261070456064
-7,-23,-1,1,3,8647.526789503701
1,6,5,3,0,9840.55888139888
0,26,-4,1,0,7599.190334244054
1,2,-3,1,1,9880.299600299879
-6,-9,6,2,0,9761.31389621156
-1,-7,-1,2,3,9800.897604194965
4,-5,-6,4,1,9800.7355325454
-1,-1,3,4,3,9920.119920019999
-7,-8,3,3,0,9800.897604194965
-12,-26,0,2,3,9545.569364363104
2,3,0,2,0,9880.299600299879
2,30,8,2,0,9721.81273998002
-1,12,-5,4,1,9800.897604194965
2,-3,-4,4,1,9880.299600299879
8,13,0,4,3,9678.292537026466
0,31,4,4,2,8049.0590435326885
11,58,9,3,0,0.0
6,17,4,1,1,9800.897604194965
5,-38,-9,4,0,8480.600920708614
-3,-5,1,4,3,9880.299600299879
1,-3,1,1,2,9880.299600299879
4,-15,0,2,0,9761.305685281697
